реабилитационную,9,реабилитационную,7,False
ясновидение,6,ясновидение,5,False
хореографическое,8,хореографическое,7,False
уважение,5,уважение,4,False
железнодорожника,7,железнодорожника,6,False
парикмахерская,6,парикмахерская,5,False
расписание,5,расписание,4,False
библиотека,5,библиотека,4,False
научился,4,научился,3,False
заключается,5,заключается,4,False
медвежонок,4,медвежонок,3,False
являющемуся,6,являющемуся,5,False
энергосберегающая,9,энергосберегающая,8,False
изобразительное,7,изобразительное,6,False
воспоминание,6,воспоминание,5,False
юрисконсульт,4,юрисконсульт,5,False
читайте,3,читайте,2,False
литературные,6,литературные,5,False
олицетворяющее,8,олицетворяющее,6,False
ядовитое,5,ядовитое,4,False
подлежащее,5,подлежащее,4,False
расстояние,5,расстояние,4,False
криминалистического,8,криминалистического,7,False
уклонообразующий,8,уклонообразующий,7,False
золотистые,5,золотистые,4,False
ламинирование,7,ламинирование,6,False
бактериологические,9,бактериологические,7,False
самостоятельности,7,самостоятельности,6,False
уведомление,6,уведомление,5,False
макроэкономическое,9,макроэкономическое,7,False
Водоплавающая,7,Водоплавающая,6,False
малооплачиваемая,9,малооплачиваемая,7,False
перераспределение,8,перераспределение,7,False
фотосинтезирующая,9,фотосинтезирующая,7,False
история,4,история,3,False
ноутбук,3,ноутбук,2,False
термопреобразователь,8,термопреобразователь,7,False
энергосберегающие,9,энергосберегающие,7,False
шампанское,4,шампанское,3,False
являющаяся,6,являющаяся,5,False
человеколюбивым,7,человеколюбивым,6,False
распространенное,6,распространенное,5,False
Циолковского,5,Циолковского,4,False
индивидуальные,7,индивидуальные,6,False
газонепроницаемые,9,газонепроницаемые,7,False
коммерциализации,8,коммерциализации,7,False
удостоверение,7,удостоверение,5,False
цивилизация,6,цивилизация,5,False
употребления,6,употребления,5,False
юристконсульта,5,юристконсульта,6,False
ираианяипапа,8,ираианяипапа,6,False
чёрные,3,чёрные,2,False
чудесные,4,чудесные,3,False
зоологические,7,зоологические,6,False
общечеловеческие,8,общечеловеческие,7,False
автомобилестроение,9,автомобилестроение,8,False
черёмуха,4,черёмуха,3,False
квалифицированные,8,квалифицированные,7,False
конкурентоспособными,8,конкурентоспособными,7,False
лимитирующее,7,лимитирующее,6,False
взаимоотношениях,8,взаимоотношениях,6,False
заливаются,5,заливаются,4,False
южноамериканка,7,южноамериканка,6,False
разрабытываемое,8,разрабытываемое,6,False
бактериоуловитель,8,бактериоуловитель,7,False
многонациональная,8,многонациональная,7,False
объяснение,5,объяснение,4,False
целебные,4,целебные,3,False
шустрые,3,шустрые,2,False
целесообразно,6,целесообразно,5,False
чередующиеся,7,чередующиеся,5,False
характеризующая,8,характеризующая,6,False
биофармацевтический,8,биофармацевтический,7,False
Классификация,6,Классификация,5,False
телосложение,6,телосложение,5,False
четырнадцатилетие,8,четырнадцатилетие,7,False
транспортирования,7,транспортирования,6,False
логарифмирования,8,логарифмирования,7,False
юстирование,6,юстирование,5,False
оборотоспособности,8,оборотоспособности,7,False
психоневрологического,9,психоневрологического,8,False
юмористического,7,юмористического,6,False
исследование,6,исследование,5,False
произведения,6,произведения,5,False
метеорологических,8,метеорологических,7,False
калейдоскоп,4,калейдоскоп,5,False
разливается,5,разливается,4,False
языческие,5,языческие,4,False
анаморфирование,8,анаморфирование,7,False
освидетельствования,8,освидетельствования,7,False
электроэнергии,7,электроэнергии,6,False
попугаи,4,попугаи,3,False
неодушевленный,6,неодушевленный,5,False
телекоммуникационной,9,телекоммуникационной,8,False
энергосберегающий,8,энергосберегающий,7,False
сказуемое,5,сказуемое,4,False
коэффициентов,6,коэффициентов,5,False
труднообрабатываемых,9,труднообрабатываемых,7,False
материаловедческое,9,материаловедческое,7,False
равнодействующую,7,равнодействующую,6,False
послеоперационные,9,послеоперационные,7,False
юридическая,6,юридическая,5,False
шумоподавление,7,шумоподавление,6,False
пресмыкающиеся,7,пресмыкающиеся,5,False
высокоэнергетических,9,высокоэнергетических,7,False
тёплая,3,тёплая,2,False
регламентирующими,8,регламентирующими,6,False
биотехнологического,9,биотехнологического,7,False
комедия,4,комедия,3,False
фотографирующиеся,9,фотографирующиеся,6,False
обслуживание,6,обслуживание,5,False
заинтересованность,7,заинтересованность,6,False
одиночество,5,одиночество,4,False
жемчужина,4,жемчужина,3,False
культурноисторическими,9,культурноисторическими,8,False
черносмородиновое,8,черносмородиновое,7,False
южноамериканец,7,южноамериканец,6,False
Великобритания,7,Великобритания,6,False
гидроизолирующие,9,гидроизолирующие,7,False
четырехугольнике,7,четырехугольнике,6,False
украшения,5,украшения,4,False
путешествие,5,путешествие,4,False
замерзающего,6,замерзающего,5,False
муниципального,6,муниципального,5,False
характеристическими,8,характеристическими,7,False
хореографические,8,хореографические,6,False
рассказывает,5,рассказывает,4,False
заявление,5,заявление,4,False
испугала,4,испугала,3,False
воробьиное,5,воробьиное,4,False
администрирование,8,администрирование,7,False
олимпиада,5,олимпиада,4,False
комбинированный,6,комбинированный,5,False
документооборота,8,документооборота,6,False
ломоносовская,6,ломоносовская,5,False
церемония,5,церемония,4,False
ультрафиолетового,8,ультрафиолетового,7,False
эксплуатационная,8,эксплуатационная,7,False
ёжился,3,ёжился,2,False
оперуполномоченного,9,оперуполномоченного,7,False
юриспруденция,6,юриспруденция,5,False
тепломеханического,8,тепломеханического,7,False
характеризовалась,7,характеризовалась,6,False
ножницами,4,ножницами,3,False
размышления,5,размышления,4,False
лиловые,4,лиловые,3,False
энциклопедия,6,энциклопедия,5,False
чересполосица,6,чересполосица,5,False
жизнеобеспечения,8,жизнеобеспечения,7,False
инициатива,6,инициатива,5,False
производительности,7,производительности,6,False
заимствованные,6,заимствованные,5,False
являющихся,5,являющихся,4,False
художественного,6,художественного,5,False
воочию,4,воочию,3,False
возникновение,6,возникновение,5,False
удовлетворительное,8,удовлетворительное,7,False
соответствующего,7,соответствующего,6,False
серебряные,5,серебряные,4,False
физиологическим,7,физиологическим,6,False
микробиологическая,9,микробиологическая,7,False
функционированное,8,функционированное,6,False
шероховатости,6,шероховатости,5,False
оружие,4,оружие,3,False
усовершенствование,8,усовершенствование,7,False
дифференциальные,7,дифференциальные,6,False
многообещающая,8,многообещающая,6,False
канализационные,8,канализационные,6,False
электроизмерительные,9,электроизмерительные,7,False
иллюзия,4,иллюзия,3,False
геополитического,8,геополитического,6,False
юмористическое,7,юмористическое,5,False
эпидемиология,8,эпидемиология,6,False
девочки,3,девочки,2,False
жёлтые,3,жёлтые,2,False
распространение,6,распространение,5,False
экология,5,экология,4,False
биография,5,биография,4,False
экономика,5,экономика,4,False
фамилия,4,фамилия,3,False
ситуация,5,ситуация,4,False
общеобразовательное,9,общеобразовательное,7,False
блокообрабатывающий,9,блокообрабатывающий,7,False
самореализация,8,самореализация,6,False
белоснежная,5,белоснежная,4,False
распределение,6,распределение,5,False
физиология,6,физиология,5,False
рационализированной,9,рационализированной,7,False
единообразия,7,единообразия,6,False
цветочная,4,цветочная,3,False
лесообрабатывающей,9,лесообрабатывающей,7,False
стихотворение,6,стихотворение,5,False
функциональные,6,функциональные,5,False
высказывание,6,высказывание,5,False
употребление,6,употребление,5,False
щупание,4,щупание,3,False
завораживающая,8,завораживающая,6,False
однопараметрическую,9,однопараметрическую,7,False
Украина,4,Украина,3,False
цетрализованная,7,цетрализованная,6,False
биологическая,7,биологическая,5,False
штабелирование,7,штабелирование,6,False
Обозначающие,7,Обозначающие,5,False
физиотерапия,7,физиотерапия,5,False
удовлетворяющие,8,удовлетворяющие,6,False
шаромоделирование,9,шаромоделирование,7,False
оранжевый,4,оранжевый,3,False
электродинамический,8,электродинамический,7,False
самопожертвование,8,самопожертвование,6,False
территория,5,территория,4,False
изготавливается,7,изготавливается,5,False
заводоуправление,8,заводоуправление,7,False
лекарственные,5,лекарственные,4,False
характеристика,6,характеристика,5,False
зелёные,4,зелёные,3,False
документационные,8,документационные,6,False
засухоустойчивая,8,засухоустойчивая,6,False
местоимение,6,местоимение,4,False
единовременный,6,единовременный,5,False
млекопитающие,7,млекопитающие,5,False
завораживающее,8,завораживающее,6,False
гидроэлектростанциями,9,гидроэлектростанциями,8,False
неотремонтированных,8,неотремонтированных,7,False
фикция,3,фикция,2,False
яйцерождение,6,яйцерождение,5,False
физиологического,8,физиологического,6,False
беспокоиться,5,беспокоиться,4,False
идеализированная,9,идеализированная,7,False
характеризующимся,8,характеризующимся,6,False
нововведение,6,нововведение,5,False
необыкновенная,7,необыкновенная,6,False
настоящее,5,настоящее,4,False
Экологические,7,Экологические,6,False
администратор,5,администратор,6,False
мероприятия,6,мероприятия,5,False
самообследование,8,самообследование,7,False
сыроежка,4,сыроежка,3,False
железнодорожное,7,железнодорожное,6,False
радиоприёмник,6,радиоприёмник,5,False
демилитаризованную,9,демилитаризованную,8,False
геометрические,7,геометрические,6,False
одуванчик,4,одуванчик,3,False
идолопоклонниками,8,идолопоклонниками,7,False
апрельский,3,апрельский,4,False
рассредоточение,7,рассредоточение,6,False
специализированный,8,специализированный,7,False
электровибрационные,9,электровибрационные,8,False
самообладание,7,самообладание,6,False
Произведение,6,Произведение,5,False
наименование,7,наименование,5,False
характеризующего,8,характеризующего,6,False
неудовлетворительно,8,неудовлетворительно,7,False
диагностируемого,8,диагностируемого,6,False
хлобчатобумажная,7,хлобчатобумажная,6,False
государственную,6,государственную,5,False
четырёхугольника,7,четырёхугольника,6,False
электромеханический,8,электромеханический,7,False
взгляд,1,взгляд,2,False
жизнерадостность,5,жизнерадостность,6,False
являющимися,6,являющимися,5,False
налогообложения,8,налогообложения,6,False
жизнеутверждающий,7,жизнеутверждающий,6,False
взаимопонимание,8,взаимопонимание,6,False
живописное,5,живописное,4,False
здравоохранения,7,здравоохранения,6,False
авиационный,6,авиационный,5,False
художественная,6,художественная,5,False
характеристиками,7,характеристиками,6,False
индивидуализировать,9,индивидуализировать,8,False
камнеобрабатывающий,9,камнеобрабатывающий,7,False
чаепитие,5,чаепитие,4,False
социалистическая,8,социалистическая,6,False
соревнования,6,соревнования,5,False
достопримечательностям,8,достопримечательностям,7,False
убаюкивает,6,убаюкивает,5,False
Япония,4,Япония,3,False
единовременное,7,единовременное,6,False
головокружение,7,головокружение,6,False
ясновидящие,6,ясновидящие,5,False
головокружительная,8,головокружительная,7,False
соединение,6,соединение,5,False
гидроэнергетические,9,гидроэнергетические,7,False
жеребёнок,4,жеребёнок,3,False
государственного,6,государственного,5,False
обществознание,6,обществознание,5,False
направление,5,направление,4,False
ягуар,3,ягуар,2,False
Екатеринбургскую,7,Екатеринбургскую,6,False
формирования,6,формирования,5,False
шиномонтажные,6,шиномонтажные,5,False
бактерионосительство,8,бактерионосительство,7,False
коммунистическая,7,коммунистическая,6,False
некристаллизирующийся,9,некристаллизирующийся,8,False
ещё,2,ещё,1,False
неожиданно,5,неожиданно,4,False
аист,2,аист,1,False
красноармейская,6,красноармейская,5,False
бетонирование,7,бетонирование,5,False
чистописание,6,чистописание,5,False
автовеломотогонки,8,автовеломотогонки,7,False
авианавигационный,9,авианавигационный,7,False
профориентационную,9,профориентационную,7,False
радиопеленгаторная,9,радиопеленгаторная,7,False
зарегистрировано,7,зарегистрировано,6,False
автоаннотирование,9,автоаннотирование,7,False
билетопечатающий,8,билетопечатающий,6,False
неспециализированных,9,неспециализированных,7,False
изобилия,5,изобилия,4,False
общеобразовательная,9,общеобразовательная,7,False
цилиндрическая,6,цилиндрическая,5,False
лидирующие,6,лидирующие,5,False
местонахождение,7,местонахождение,6,False
смотрит,2,смотрит,3,False
флюорография,6,флюорография,5,False
красиваядолгое,7,красиваядолгое,6,False
энциклопедическое,8,энциклопедическое,7,False
шёлковая,4,шёлковая,3,False
железнодорожный,6,железнодорожный,5,False
благополучие,6,благополучие,5,False
немалозначимую,7,немалозначимую,6,False
умиротворение,7,умиротворение,6,False
литературное,6,литературное,5,False
ядовитая,5,ядовитая,4,False
авиаметеостанция,9,авиаметеостанция,8,False
щекотливость,4,щекотливость,5,False
материаловедение,9,материаловедение,7,False
лакированная,6,лакированная,5,False
регулирование,7,регулирование,6,False
человеческий,5,человеческий,4,False
эндокринологическое,9,эндокринологическое,8,False
разрастающиеся,7,разрастающиеся,5,False
высокотехнологичного,9,высокотехнологичного,7,False
астр,1,астр,2,False
переформатирование,9,переформатирование,7,False
машиностроительная,8,машиностроительная,7,False
автотехобслуживание,9,автотехобслуживание,8,False
усовершенствованиями,9,усовершенствованиями,7,False
базирующуюся,7,базирующуюся,5,False
оплачиваемый,6,оплачиваемый,5,False
четырнадцатое,6,четырнадцатое,5,False
одиннадцатое,6,одиннадцатое,5,False
правоохранительная,8,правоохранительная,7,False
жужжание,4,жужжание,3,False
великолепие,6,великолепие,5,False
языковая,5,языковая,4,False
доброжелательность,6,доброжелательность,7,False
империалистические,9,империалистические,7,False
разноцветные,5,разноцветные,4,False
глообализационными,9,глообализационными,7,False
осенние,4,осенние,3,False
программирование,7,программирование,6,False
четырехлепестковые,8,четырехлепестковые,6,False
юбилейное,5,юбилейное,4,False
тихоокеанского,7,тихоокеанского,6,False
гусеница,4,гусеница,3,False
фитопалеонтология,9,фитопалеонтология,8,False
барражирование,7,барражирование,6,False
полиэтиленовая,8,полиэтиленовая,6,False
величественные,6,величественные,5,False
железнодорожная,7,железнодорожная,5,False
человеконенавистник,8,человеконенавистник,7,False
тихоокеанский,6,тихоокеанский,5,False
горнодобывающая,8,горнодобывающая,6,False
широкоугольный,6,широкоугольный,5,False
звукозаписывающее,9,звукозаписывающее,7,False
эмоциональный,6,эмоциональный,5,False
специализированные,9,специализированные,7,False
коллекционирование,9,коллекционирование,7,False
происхождение,6,происхождение,5,False
зелёная,4,зелёная,3,False
теоретический,6,теоретический,5,False
единичный,4,единичный,3,False
яишница,4,яишница,3,False
предполагает,5,предполагает,4,False
шахматы,3,шахматы,2,False
словообразование,8,словообразование,6,False
психоневрологическая,9,психоневрологическая,8,False
разнообразие,6,разнообразие,5,False
главнокомандующего,8,главнокомандующего,7,False
финансирование,7,финансирование,6,False
движение,4,движение,3,False
удивительные,6,удивительные,5,False
единственного,5,единственного,4,False
ежевика,4,ежевика,3,False
документационного,8,документационного,7,False
идеализированному,9,идеализированному,7,False
горькая,3,горькая,2,False
явление,4,явление,3,False
холодная,4,холодная,3,False
метеорологические,9,метеорологические,7,False
реабилитационный,8,реабилитационный,7,False
совершенствование,7,совершенствование,6,False
хорошая,4,хорошая,3,False
авиация,5,авиация,4,False
растения,4,растения,3,False
электрификация,7,электрификация,6,False
азотофиксирующий,8,азотофиксирующий,7,False
дисквалифицировали,8,дисквалифицировали,7,False
называется,5,называется,4,False
конструирование,7,конструирование,6,False
дифференцированная,8,дифференцированная,7,False
сочинение,5,сочинение,4,False
противоположные,7,противоположные,6,False
реабилитационные,9,реабилитационные,7,False
квалификационная,8,квалификационная,7,False
ёсць,1,ёсць,2,False
щелочение,5,щелочение,4,False
единственная,5,единственная,4,False
телерадиокомпания,9,телерадиокомпания,7,False
эмоциональная,7,эмоциональная,5,False
янтарная,4,янтарная,3,False
материальное,6,материальное,5,False
электрообеспечение,9,электрообеспечение,7,False
поэзия,4,поэзия,3,False
ядовитую,5,ядовитую,4,False
теплоизоляционные,9,теплоизоляционные,7,False
общеобразовательную,9,общеобразовательную,7,False
разочарование,7,разочарование,6,False
юные,3,юные,2,False
металлообнаружитель,8,металлообнаружитель,7,False
дифференцированы,7,дифференцированы,6,False
подосиновик,5,подосиновик,4,False
вышеперечисленные,8,вышеперечисленные,7,False
насекомые,5,насекомые,4,False
квалификационные,8,квалификационные,7,False
фигурирующих,6,фигурирующих,5,False
настоящая,5,настоящая,4,False
усовершенствованию,8,усовершенствованию,7,False
несанкционированного,9,несанкционированного,8,False
авиастроительство,7,авиастроительство,6,False
оборачиваемости,8,оборачиваемости,6,False
термодинамического,8,термодинамического,7,False
шиномонтажное,6,шиномонтажное,5,False
